date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:35	2761266/2761266	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202024%2021:28:28%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/images/p_2019.png	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/images/p_2019.png	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:43	1483087/1483087	---M--	200	added ('OK')	application/pdf	date:Fri,%2013%20Sep%202024%2001:15:12%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2019/publikasi_september_2019.pdf	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2019/publikasi_september_2019.pdf	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:46	46166/46166	---M--	200	added ('OK')	application/octet-stream-unknown	date:Wed,%2011%20Sep%202024%2019:26:18%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2020/publikasi_maret_2020.xlsx	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2020/publikasi_maret_2020.xlsx	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:46	46278/46278	---M--	200	added ('OK')	application/octet-stream-unknown	date:Wed,%2011%20Sep%202024%2019:13:56%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2020/publikasi_juni_2020.xlsx	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2020/publikasi_juni_2020.xlsx	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:47	46290/46290	---M--	200	added ('OK')	application/octet-stream-unknown	date:Wed,%2011%20Sep%202024%2019:10:32%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2020/publikasi_september_2020.xlsx	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2020/publikasi_september_2020.xlsx	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:48	46498/46498	---M--	200	added ('OK')	application/octet-stream-unknown	date:Wed,%2011%20Sep%202024%2018:57:16%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2020/publikasi_desember_2020.xlsx	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2020/publikasi_desember_2020.xlsx	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:51	3039168/3039168	---M--	200	added ('OK')	application/pdf	date:Fri,%2013%20Sep%202024%2000:10:44%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2019/publikasi_desember_2019.pdf	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2019/publikasi_desember_2019.pdf	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:52	45984/45984	---M--	200	added ('OK')	application/octet-stream-unknown	date:Wed,%2011%20Sep%202024%2018:49:24%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2021/publikasi_maret_2021.xlsx	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2021/publikasi_maret_2021.xlsx	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:52	2753904/2753904	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202024%2021:28:28%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/images/p_2020.png	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/images/p_2020.png	(from https://banksyariahberkah.com/laporan/publikasi)
13:53:52	46143/46143	---M--	200	added ('OK')	application/octet-stream-unknown	date:Wed,%2011%20Sep%202024%2018:45:30%20GMT	https://banksyariahberkah.com/menu_laporan/publikasi/file/2021/publikasi_juni_2021.xlsx	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/menu_laporan/publikasi/file/2021/publikasi_juni_2021.xlsx	(from https://banksyariahberkah.com/laporan/publikasi)
